config,locked_features,mse,bic,formula
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'cos(y)']",0.08605311551998812,-1220.1806674282573,0.8152 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'y', 'cos(x)', 'x', '(cos(x) * y)', '(y * x)', 'exp(exp(y))', 'exp(exp(x))']",0.00641128121435254,-5015.157374193387,0.4272 * exp(x) + 2.0481 * y + 0.5280 * cos(x) + 0.5243 * x + -2.0647 * (cos(x) * y)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(exp((x * exp(y))))', 'sin(sin(exp(exp(exp(cos(y))))))', 'exp(exp(exp(y)))', 'sin(sin(exp(exp(x))))', '(exp(exp((x * x))) * y)', 'exp(x)', 'exp(cos(y))', 'exp(exp(y))', 'sin(cos(cos(sin((y * exp(cos((x * (sin(x) * y)))))))))', 'sin(exp(exp(sin(cos(y)))))']",0.024714883704375197,-1819.1017783586913,-0.1466 * sin(sin(exp(exp(x)))) + 0.0726 * (exp(exp((x * x))) * y) + 0.7731 * exp(x) + 0.1138 * exp(cos(y)) + -0.2731 * sin(cos(cos(sin((y * exp(cos((x * (sin(x) * y)))))))))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'cos(y)', 'cos(((exp(cos(x)) * sin(y)) * exp(sin(x))))', 'cos((exp(exp(x)) * x))']",0.09040106422453158,-2396.5914839790576,0.8220 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'cos(y)']",0.08605311551998812,-1220.1806674282573,0.8152 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'cos(y)']",0.09040106422453158,-2396.5914839790576,0.8220 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(x)', '(x * (y * x))', '(x * x)', 'x', 'cos(y)', 'exp(y)', '(y * x)', 'sin(sin(exp(((exp((exp((y * x)) * y)) * y) * x))))', '(y * (x * y))', 'exp(exp(exp(exp(y))))']",0.004871398287369676,-2631.1140897260316,0.6256 * exp(x) + 0.9688 * (x * (y * x)) + -0.3460 * (x * x) + 0.3132 * x + 0.3856 * cos(y)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'y', '(exp(cos((cos((x * exp(y))) * x))) * y)', 'x', 'cos(x)', '(y * cos(x))', 'cos(y)', 'sin(exp(y))', 'cos((cos(x) * exp((y * sin((sin(x) * sin(cos(sin(y)))))))))', '((x * y) * exp(x))']",0.004259860797506951,-5410.164508923437,0.2738 * exp(x) + 1.8880 * y + 0.0978 * (exp(cos((cos((x * exp(y))) * x))) * y) + 0.6911 * x + 0.3714 * cos(x) + -2.1576 * (y * cos(x)) + 0.3636 * cos(y)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'y', '(exp(cos(exp(y))) * (x * x))', '(cos(x) * y)', 'x', 'cos(y)', 'cos(x)']",0.004797354646212943,-2632.5576655897125,0.5946 * exp(x) + 1.4827 * y + -0.2062 * (exp(cos(exp(y))) * (x * x)) + -1.4681 * (cos(x) * y) + 0.3465 * x + 0.4226 * cos(y)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '((y * sin(x)) * x)', '(x * (exp(y) * x))', 'y']",0.006420074908968447,-5027.602227447771,0.9280 * exp(x) + 1.5569 * ((y * sin(x)) * x) + -0.3954 * (x * (exp(y) * x))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(x)', '((x * x) * y)', '(x * x)', '(cos(cos(sin(x))) * sin(y))', 'x']",0.008187027875908196,-2383.9583475520394,0.9315 * exp(x) + 0.9659 * ((x * x) * y) + -0.4804 * (x * x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '((x * x) * y)', '(x * (exp(y) * x))', 'y']",0.0064529376271519985,-5022.496539951513,0.9271 * exp(x) + 1.3770 * ((x * x) * y) + -0.3931 * (x * (exp(y) * x))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', '(x * (x * y))', '(x * x)', 'y', 'x']",0.008187027875908198,-2383.9583475520394,0.9315 * exp(x) + 0.9659 * (x * (x * y)) + -0.4804 * (x * x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'y', '((x * exp(cos(exp(sin(y))))) * (y * x))', '(x * x)']",0.008757881261463017,-4717.078002580771,0.9239 * exp(x) + 0.5776 * ((x * exp(cos(exp(sin(y))))) * (y * x)) + -0.2244 * (x * x)
